Tweet_ID,tweet,type
ID_047UI2DG,guys gambler is a sick bastard he sent me a manga to read and i was like omg yay lets go new manga!!! and i was reading it and its about a ugly girl being confident or something then like the fifth page the girl gets drugged then raped  then paid for s then gets raped by fatherNC,sexual_violence
ID_0486Z6UX,"ppl acting like angel dust being a super harmful gay stereotype is good baffles me?? like what?? wasnt he raped and it was played for jokes?? what the fuck is good about that? anyone who defends hh is just, a fucking enigma to me",sexual_violence
ID_048BYKY8,Ya know he turned into a swan and raped me whilst I was a goose,sexual_violence
ID_04BG2ETJ,he raped me before we started dating but now i’m single and want dick,sexual_violence
ID_04CVRFK2,Why would you expect me to talk to a father that raped and trafficked me my whole life? He also stole all my inventions from me and I got none of the profits. He also ruined my life my slandering me. You should understand why I don’t talk to him.,sexual_violence
ID_04DCAOGB,"- He was planning to commit suicide that very day when he saw the woman fall and hurt her head.   - He raped her only because he remembered who that woman was.   So, yes now tell me .. as The God how would you judge it all ? Whose is innocent?",sexual_violence
ID_04G67FEV,"That’s when things went downhill. I was then raped but I didn’t want to believe it. I told one of my friends it happened but I kept telling myself multiple times, he likes me he would never do such a thing. Then it finally hit me when he broke things off. I let him take",sexual_violence
ID_04GRJ60L,"This shit hurts. Not that I think I’d die if I spoke on who raped me, but I know the men who knew him would be like “damn I know he wouldn’t do that.” And no one would believe me. I hurt for all those who can’t speak up 🥺",sexual_violence
ID_04H6EDL2,"Add me... I am an Army Vet. I was raped by a superior officer... I went to the Chaplain, she went with me to JAG. We were told I had no case because he outranked me, and was retiring in a few months. I was devastated and my career was stolen from me. It happens, folks.",sexual_violence
ID_04J0QDOR,I was roofied once... And raped by someone other than the person who drugged me. I was raped by the person I called to keep me safe because somehow I knew I wasn't right and I wasn't safe. He was my male beat friend. (I used to date him and hook up) tbc.,sexual_violence
ID_04QVJZ4F,Dear Thelma: My husband cheats on me and beats me    ,Physical_violence
ID_04QZBN65,Tell me again about your guy’s relationship with Epstein and the 13 year old who said he raped her.,sexual_violence
ID_04R9QAZS,Co ask!  At the protest today the PRO of had the audacity to say to me “why are you people acting like it’s us that raped you?”   I asked if he rembereed the raid on women last year and if it was civilians or officers violating women I obviously received no response 🙂,sexual_violence
ID_04R9RX9S,Lol honestly this makes me angry bc I feel like this is the typical “boys will be boys” statement for this kid. Like legit this dude would probably say the same thing if he raped a girl.  I hate the whole ass tr*mp family,sexual_violence
ID_04TFK5CB,A thought ma dad said “i raped my eye” n i said to hin is gat he said n he sid ME JULLIE,sexual_violence
ID_04XJZGUM,"Paranoia, raped dolls, Sir búfalo, agua mala, one shot, la corte, papá shanty, fauna, almas, o kills, onhio, torke, verga que va ahora es me falta, y me las he tripeado todas en vivo... y desorden ni te cuento cuantos conciertos he vacilado... en fin todas son brutales...",sexual_violence
ID_04YSJO0D,I was told to call back if he actually raped and/or assaulted me again.  And I'm a white lady. They don't protect ANYONE.,sexual_violence
ID_04ZFUHDA,"This idiot that I'll post his link raped and damaged this girl, 5 of them raped her! Three are dead remaining two! I just don't understand! Pls Titans help me trend this, he needs to be found pls I beg u all!",sexual_violence
ID_04ZHSJQW,What’s he going to do about me people? Gippsland girl raped then robbed in Melbourne even one of my rapists has signed  ,sexual_violence
ID_04ZQSFB0,"Here's the difference between you and me,  I believe if Clinton raped children he needs to go to prison. Same with trump! Do you agree?",sexual_violence
ID_05093JEB,"Same kind of thing happened to me, he got back in contact with me to try to get me to call the girl who had just broken up with him and say hi never raped me 😬 I became her friend instead and now we share stories about what a monster he is but man fuck that guy",sexual_violence
